id_solicitacao,data_solicitacao,idade,renda_mensal,anos_emprego,score_credito,valor_emprestimo,taxa_juros_anual,prazo_meses,finalidade,regiao,situacao_moradia,divida_existente,contas_abertas,atrasos_12m,aprovado,inadimplente
4453,2022-10-26,39.0,17714.48,2,624.0,37731.5,14.51,60,Viagem,Sudeste,Própria,9692.53,5,0,1,0
4454,2024-07-12,24.0,14587.47,2,645.0,18111.76,27.08,60,Cartão de crédito,Sudeste,Alugada,31989.01,7,0,1,0
4455,2022-05-17,,9431.71,2,,26529.72,14.62,24,Viagem,Nordeste,Própria,68873.97,5,1,1,0
4456,2024-11-09,40.0,20728.84,1,586.0,27345.3,21.11,36,Saúde,Sudeste,Própria,34032.04,8,0,1,0
4457,2023-03-16,38.0,10941.5,19,668.0,47750.1,14.47,24,Cartão de crédito,Sudeste,Alugada,40514.29,10,1,1,1
4458,2022-07-30,31.0,12158.96,0,697.0,25005.64,15.42,48,Viagem,Sudeste,Alugada,38274.48,10,0,1,0
4459,2024-01-22,38.0,10354.24,5,701.0,56714.84,14.19,36,Viagem,Sul,Própria,14259.16,2,0,1,0
4460,2023-03-11,35.0,,0,632.0,26106.8,22.37,36,Consolidação de dívidas,Sudeste,Própria,6192.51,4,0,1,0
4461,2024-02-19,27.0,34051.33,2,627.0,29047.06,27.78,36,Viagem,Nordeste,Própria,22349.57,4,0,1,0
4462,2023-03-15,46.0,13326.69,1,784.0,25073.05,18.62,60,Viagem,Sul,Alugada,25232.0,4,0,1,0
4463,2023-10-28,37.0,7081.11,2,631.0,24401.82,11.72,48,Viagem,Sul,Alugada,48404.73,3,1,1,0
4464,2024-12-01,19.0,8269.88,3,620.0,25871.57,21.77,48,Viagem,Sudeste,Alugada,11397.81,8,1,1,0
4465,2023-02-15,40.0,11636.57,4,715.0,27416.73,26.85,48,Reforma,Sudeste,Alugada,25545.82,6,2,1,0
4466,2024-03-16,30.0,8979.32,4,658.0,11028.88,23.23,48,Reforma,Sudeste,Outros,24969.71,5,1,1,0
4467,2023-09-02,,21478.97,4,558.0,23065.31,9.7,36,Reforma,Sudeste,Hipotecada,19790.24,9,1,0,0
4468,2023-03-03,36.0,6578.28,9,718.0,68105.37,14.34,36,Consolidação de dívidas,Sul,Alugada,34802.27,8,1,1,0
4469,2024-06-20,28.0,12587.59,10,622.0,9922.91,13.11,36,Automóvel,Sudeste,Hipotecada,29276.47,3,0,1,0
4470,2024-07-30,52.0,22143.92,6,621.0,23513.53,18.35,36,Automóvel,Sudeste,Própria,49765.7,5,1,1,0
4471,2024-01-12,22.0,9749.32,0,836.0,19757.65,21.45,48,Viagem,Sudeste,Própria,27741.23,6,3,1,0
4472,2022-11-24,36.0,16639.41,16,633.0,32199.69,24.69,36,Cartão de crédito,Nordeste,Própria,0.0,5,0,1,0
4473,2022-02-21,39.0,13093.02,14,654.0,35617.88,20.41,48,Cartão de crédito,Nordeste,Própria,6714.35,12,1,1,0
4474,2023-01-11,36.0,13150.6,6,713.0,29150.57,27.09,48,Consolidação de dívidas,Nordeste,Alugada,15457.31,6,2,1,0
4475,2022-09-20,34.0,17256.54,3,584.0,8894.03,29.1,36,Cartão de crédito,Sudeste,Alugada,0.0,5,1,1,0
4476,2022-09-24,32.0,5274.13,1,689.0,8819.02,26.61,36,Reforma,Sudeste,Outros,5820.96,6,0,1,0
4477,2022-12-25,,24383.96,7,714.0,6215.01,13.95,36,Consolidação de dívidas,Nordeste,Hipotecada,42616.54,7,1,1,0
4478,2023-10-14,28.0,5174.54,10,742.0,24966.53,22.19,24,Consolidação de dívidas,Sul,Alugada,0.0,7,0,1,0
4479,2022-02-15,,23575.37,5,696.0,10894.69,21.3,36,Saúde,Sul,Própria,34095.79,8,0,1,0
4480,2023-08-23,32.0,16597.48,4,572.0,7393.98,29.37,24,Consolidação de dívidas,Sul,Própria,1755.81,8,0,0,0
4481,2023-12-21,55.0,16925.4,1,680.0,16222.37,36.83,48,Saúde,Nordeste,Própria,24608.85,3,0,1,0
4482,2023-08-24,42.0,29949.93,2,555.0,18481.25,15.75,36,Educação,Sudeste,Própria,24921.64,4,0,0,1
4483,2023-01-16,18.0,24142.43,6,736.0,25714.91,19.43,36,Educação,Sudeste,Hipotecada,29627.96,5,0,1,0
4484,2022-04-28,43.0,,0,725.0,27011.41,18.89,48,Viagem,Sul,Própria,0.0,6,1,1,0
4485,2022-04-26,,11530.32,5,665.0,27815.0,25.48,60,Viagem,Centro-Oeste,Alugada,43133.07,5,1,1,0
4486,2022-09-17,23.0,11155.0,7,662.0,42234.77,17.57,48,Reforma,Sul,Alugada,16865.46,7,0,1,0
4487,2022-11-01,47.0,,2,649.0,22896.98,22.48,24,Educação,Sudeste,Própria,8519.66,9,0,1,0
4488,2022-01-07,32.0,16754.52,0,,40616.5,18.58,36,Consolidação de dívidas,Sul,Própria,33301.77,5,0,1,0
4489,2023-01-01,31.0,,8,717.0,22192.82,9.29,24,Consolidação de dívidas,Sul,Alugada,24590.62,7,2,1,1
4490,2023-06-07,39.0,12984.7,0,628.0,21612.46,18.25,24,Cartao de credito,Sudeste,Hipotecada,12076.72,7,2,1,0
4491,2023-03-05,46.0,10895.41,2,803.0,19648.41,19.66,24,Automóvel,Sul,Alugada,17615.2,7,3,1,0
4492,2024-03-01,37.0,6667.5,6,662.0,26370.31,20.04,36,Reforma,Sudeste,Hipotecada,0.0,9,2,1,0
4493,2024-01-17,36.0,18430.8,8,736.0,38672.73,24.68,36,Automóvel,Nordeste,Própria,21398.39,5,0,1,0
4494,2023-01-02,29.0,12199.6,9,534.0,38248.58,16.01,36,Educação,Sul,Alugada,17418.68,5,3,0,0
4495,2022-11-09,46.0,11809.49,3,609.0,37614.09,12.19,48,Automóvel,Sul,Própria,16788.12,6,0,1,0
4496,2023-06-22,37.0,5397.66,3,714.0,31912.96,27.08,48,Cartão de crédito,Nordeste,Própria,11345.27,4,0,1,0
4497,2024-07-09,,13993.53,9,672.0,14273.33,15.8,36,Reforma,Sul,Própria,36060.81,7,0,1,0
4498,2024-12-13,32.0,6756.85,4,651.0,122573.12,19.72,48,Reforma,Sudeste,Hipotecada,32635.56,3,1,1,0
4499,2024-05-14,,10750.26,4,724.0,12921.36,18.97,36,Viagem,Sudeste,Hipotecada,30067.81,9,0,1,0
4500,2024-02-21,33.0,19857.79,2,798.0,28775.36,9.44,36,Educação,Sul,Hipotecada,6131.77,6,1,1,0
4501,2022-11-30,45.0,13789.17,2,569.0,139906.99,27.37,48,Saúde,Nordeste,Própria,13219.92,9,0,0,0
4502,2024-03-08,31.0,12674.03,3,720.0,43708.94,20.38,36,Automóvel,Sudeste,Alugada,0.0,3,1,1,0
4503,2022-12-14,42.0,9289.98,2,619.0,18303.42,22.32,36,Automóvel,Centro-Oeste,Própria,32612.65,7,0,1,0
4504,2022-09-30,37.0,10160.16,2,709.0,52580.28,26.21,24,Viagem,Sul,Hipotecada,48926.36,11,0,1,0
4505,2024-08-20,27.0,29515.82,25,618.0,29950.86,17.83,36,Automóvel,Sudeste,Alugada,0.0,5,1,1,0
4506,2023-12-21,35.0,,2,687.0,17171.61,22.24,48,Automóvel,Sudeste,Própria,42842.64,11,0,1,0
4507,2023-05-15,18.0,10603.62,1,693.0,30331.77,19.71,60,Educação,Sul,Outros,46044.88,4,1,1,0
4508,2023-11-16,29.0,12673.08,2,601.0,22037.28,23.45,24,Automóvel,Sudeste,Própria,8754.25,11,0,1,0
4509,2022-03-20,21.0,15118.38,4,,23906.62,16.49,36,Viagem,Sudeste,Própria,72361.17,5,1,1,0
4510,2023-09-14,53.0,16631.3,12,636.0,27538.81,28.17,36,Viagem,Sudeste,Alugada,8113.26,11,1,1,1
4511,2024-08-04,21.0,13198.28,7,536.0,39528.09,11.91,60,Cartão de crédito,Nordeste,Alugada,16440.75,15,0,0,1
4512,2022-12-24,59.0,5512.71,9,681.0,44175.05,27.0,36,Viagem,Sudeste,Própria,20504.57,7,3,1,0
4513,2023-09-10,40.0,13151.1,9,,18023.45,27.49,36,Viagem,Sudeste,Alugada,34459.36,4,1,1,0
4514,2023-05-22,31.0,12755.97,12,561.0,32796.96,20.6,24,Automóvel,Sudeste,Própria,9857.38,9,0,0,0
4515,2023-07-30,43.0,37370.98,1,696.0,23220.46,18.3,36,Cartão de crédito,Sudeste,Própria,16183.37,7,0,1,0
4516,2022-09-01,30.0,51322.1,3,674.0,41026.31,26.95,60,Automóvel,Sudeste,Alugada,779.65,6,0,1,0
4517,2023-05-21,23.0,18417.97,2,601.0,15340.76,24.36,48,Saúde,Sul,Alugada,27024.44,1,1,1,0
4518,2023-02-26,36.0,9522.72,2,792.0,26597.78,13.72,36,Viagem,Sul,Própria,49178.85,8,1,1,0
4519,2022-08-05,42.0,18760.48,5,730.0,9838.2,22.03,60,Consolidação de dívidas,Nordeste,Hipotecada,21242.96,4,1,1,0
4520,2024-10-05,47.0,5714.45,2,736.0,39630.51,17.22,36,Consolidação de dívidas,Nordeste,Alugada,37313.7,5,1,1,0
4521,2022-11-26,40.0,10235.93,4,652.0,72466.04,21.28,60,Automóvel,Sul,Própria,18553.2,6,1,1,0
4522,2023-10-12,31.0,5924.24,2,544.0,62988.01,22.31,48,Reforma,Sudeste,Hipotecada,52155.07,6,0,0,0
4523,2023-01-26,48.0,17593.35,1,661.0,42645.93,13.89,24,Viagem,Sul,Própria,26282.69,4,0,1,0
4524,2023-01-16,46.0,7292.96,2,641.0,36907.2,10.25,36,Automóvel,Sul,Outros,5908.45,8,0,1,0
4525,2024-01-12,38.0,11573.87,8,721.0,83811.0,15.21,48,Saúde,Sudeste,Hipotecada,26716.04,7,2,1,0
4526,2024-03-30,46.0,,4,608.0,19807.57,26.19,36,Consolidação de dívidas,Sul,Alugada,21133.43,5,0,1,0
4527,2023-11-04,55.0,13167.88,18,743.0,23404.51,19.46,60,Automóvel,Sudeste,Alugada,20729.23,6,1,1,0
4528,2023-05-28,31.0,10546.66,8,606.0,58509.49,26.34,48,Viagem,Sudeste,Alugada,32100.16,6,0,1,0
4529,2024-08-06,,15809.37,3,699.0,24918.64,29.28,48,Viagem,Nordeste,Hipotecada,0.0,9,0,1,0
4530,2024-07-18,30.0,7135.81,1,,16173.81,19.5,24,Saúde,Sul,Hipotecada,21618.76,9,0,1,0
4531,2024-07-01,23.0,31876.99,5,647.0,11659.55,21.64,24,Consolidação de dívidas,Sudeste,Alugada,44384.05,8,2,1,1
4532,2023-10-06,41.0,7966.24,6,556.0,16953.14,23.76,48,Cartão de crédito,Sul,Alugada,48497.86,5,2,0,0
4533,2023-03-03,21.0,13627.55,3,655.0,70754.53,6.49,48,Educação,Sudeste,Própria,11868.01,11,0,1,0
4534,2023-05-17,47.0,18260.24,1,579.0,25416.69,14.83,24,Educação,Sudeste,Hipotecada,0.0,3,0,0,0
4535,2023-12-31,29.0,18795.22,4,688.0,17707.54,18.44,60,Cartão de crédito,Nordeste,Alugada,52067.36,4,1,1,0
4536,2022-03-12,48.0,19686.34,1,698.0,25625.74,25.26,60,Viagem,Sudeste,Própria,8614.62,9,2,1,0
4537,2023-04-23,18.0,6024.66,14,649.0,32173.35,9.96,36,Consolidação de dívidas,Centro-Oeste,Alugada,17372.68,4,0,1,0
4538,2023-04-02,32.0,,4,604.0,9679.67,23.22,48,Automóvel,Nordeste,Própria,10195.22,8,1,1,0
4539,2022-07-08,24.0,14298.77,1,678.0,16484.2,15.55,36,Consolidação de dívidas,Sul,Própria,23564.54,6,0,1,0
4540,2022-10-18,48.0,16993.45,1,716.0,11870.3,21.96,24,Reforma,Sudeste,Outros,14310.35,6,0,1,0
4541,2024-07-08,51.0,25048.37,6,638.0,60160.2,16.43,24,Reforma,Sudeste,Hipotecada,40129.24,6,1,1,0
4542,2022-10-19,18.0,10331.89,6,619.0,25213.27,17.12,48,Saúde,Sudeste,Alugada,37633.13,12,0,1,0
4543,2024-01-26,43.0,8497.29,4,561.0,24431.94,15.76,36,Automóvel,Sul,Alugada,1479.07,5,2,0,1
4544,2023-01-12,,,4,665.0,24363.0,16.46,48,Viagem,Sudeste,Alugada,0.0,6,0,1,0
4545,2023-05-23,38.0,41345.38,4,724.0,14531.17,26.0,48,Saúde,Sudeste,Própria,4334.27,7,1,1,0
4546,2023-06-12,41.0,28288.6,2,750.0,35772.34,12.48,36,Automóvel,Sul,Própria,13177.47,11,0,1,0
4547,2023-07-13,40.0,12274.19,13,666.0,73820.2,10.34,24,Automóvel,Sudeste,Alugada,35447.69,10,3,1,0
4548,2024-11-20,43.0,25397.39,3,551.0,19154.29,11.56,48,Automóvel,Sudeste,Própria,30695.1,7,0,0,1
4549,2022-09-17,26.0,10034.23,0,617.0,43850.52,15.51,36,Reforma,Nordeste,Própria,53449.31,4,3,1,0
4550,2023-02-25,46.0,21531.22,2,731.0,25300.26,17.94,24,Saúde,Nordeste,Hipotecada,12946.53,5,1,1,0
4551,2022-10-31,37.0,6704.54,0,707.0,17677.66,19.7,24,Cartão de crédito,Nordeste,Hipotecada,5422.55,5,0,1,1
4552,2024-07-30,37.0,15966.45,2,577.0,44267.3,17.97,24,Cartão de crédito,Sudeste,Alugada,24422.52,7,2,0,0
4553,2024-11-28,41.0,22241.94,4,788.0,11030.44,14.88,24,Educação,Sudeste,Alugada,0.0,7,0,1,1
4554,2023-06-26,24.0,11346.71,0,574.0,12303.76,30.44,36,Reforma,Sudeste,Hipotecada,26591.23,3,1,0,0
4555,2024-12-25,22.0,18155.12,10,622.0,71125.28,22.29,36,Cartão de crédito,Sul,Própria,14442.01,6,0,1,0
4556,2022-04-18,,10089.2,4,685.0,21552.25,14.06,36,Consolidação de dívidas,Centro-Oeste,Própria,60166.89,3,0,1,0
4557,2022-09-25,49.0,15549.31,1,644.0,51810.39,18.6,48,Cartão de crédito,Sul,Outros,21153.16,5,1,1,0
4558,2022-08-10,25.0,10501.02,1,627.0,25218.05,25.13,36,Saúde,Sul,Hipotecada,61366.38,3,1,1,0
4559,2023-11-24,37.0,20122.0,3,650.0,6663.26,15.37,48,Educação,Nordeste,Alugada,32717.71,9,2,1,0
4560,2022-09-12,29.0,7099.76,1,721.0,39108.37,17.33,48,Consolidação de dívidas,Sudeste,Alugada,38418.61,10,2,1,0
4561,2022-09-10,28.0,8041.66,0,784.0,32937.67,16.07,36,Saúde,Centro-Oeste,Hipotecada,32594.84,5,2,1,0
4562,2022-09-14,40.0,25664.26,0,671.0,17834.07,25.51,48,Consolidação de dívidas,Nordeste,Alugada,0.0,11,1,1,0
4563,2023-01-18,42.0,3905.97,2,605.0,49162.22,21.19,24,Reforma,Sul,Hipotecada,49655.91,6,2,1,0
4564,2023-03-18,28.0,9696.26,0,657.0,44998.6,14.72,36,Saúde,Sul,Alugada,39150.65,5,0,1,0
4565,2023-08-22,48.0,12443.58,0,788.0,17760.66,31.51,48,Automóvel,Sul,Hipotecada,26386.41,5,2,1,0
4566,2023-01-25,39.0,15938.68,9,706.0,48800.45,12.7,60,Viagem,Nordeste,Própria,0.0,4,0,1,0
4567,2023-08-05,33.0,,1,743.0,30363.31,18.55,48,Saúde,Sudeste,Própria,0.0,8,3,1,0
4568,2024-12-03,39.0,7609.25,3,708.0,27944.01,25.89,36,Reforma,Nordeste,Alugada,20183.3,4,1,1,0
4569,2023-08-21,54.0,24664.99,0,715.0,17935.45,17.96,36,Consolidação de dívidas,Sudeste,Alugada,40875.68,10,1,1,0
4570,2022-01-19,42.0,22620.89,0,653.0,16255.57,16.71,36,Educação,Sudeste,Própria,26512.5,5,1,1,1
4571,2023-08-30,29.0,,6,750.0,58714.82,21.29,48,Saúde,Sudeste,Outros,30850.49,5,1,1,0
4572,2022-02-02,35.0,5457.05,0,451.0,33217.3,19.66,36,Cartão de crédito,Sudeste,Hipotecada,52194.95,8,2,0,0
4573,2024-05-11,37.0,15569.73,0,689.0,45223.37,13.71,36,Consolidação de dívidas,Sudeste,Própria,40525.84,5,0,1,0
4574,2022-06-04,41.0,14630.67,4,683.0,20665.17,22.92,48,Reforma,Sul,Hipotecada,37345.35,9,0,1,0
4575,2024-06-23,38.0,9570.79,0,589.0,35495.73,13.74,36,Cartão de crédito,Sul,Alugada,37434.39,6,1,1,0
4576,2023-02-09,53.0,5026.45,2,674.0,22209.56,10.37,48,Viagem,Sul,Alugada,32687.36,10,1,1,0
4577,2024-04-23,33.0,,1,691.0,38822.99,19.93,48,Saúde,Sudeste,Própria,35750.61,4,2,1,0
4578,2024-01-17,20.0,19599.86,1,528.0,12437.04,13.56,60,Viagem,Nordeste,Própria,34085.45,12,0,0,0
4579,2022-09-28,37.0,21132.84,0,675.0,12557.57,19.01,24,Educação,Sudeste,Própria,35167.49,6,0,1,0
4580,2024-02-09,32.0,13067.82,16,740.0,14645.31,21.14,24,Viagem,Nordeste,Alugada,89112.17,6,0,1,0
4581,2022-06-21,22.0,9781.65,3,767.0,26724.2,19.97,60,Educação,Centro-Oeste,Alugada,23078.37,4,0,1,0
4582,2022-10-01,29.0,19287.87,4,693.0,7939.34,37.63,24,Saúde,Sudeste,Própria,0.0,4,0,1,0
4583,2022-09-16,32.0,7566.57,5,644.0,34662.52,27.68,36,Reforma,Sudeste,Hipotecada,5625.99,7,0,1,0
4584,2023-02-26,46.0,6785.92,7,718.0,37691.6,22.26,36,Consolidação de dívidas,Nordeste,Alugada,45214.71,4,2,1,0
4585,2022-12-30,22.0,12781.7,4,,10290.76,21.91,48,Automóvel,Norte,Própria,32125.39,4,2,1,0
4586,2023-01-13,39.0,28947.05,7,705.0,21515.26,23.82,24,Consolidação de dívidas,Sudeste,Alugada,19824.19,4,0,1,0
4587,2023-08-03,55.0,29495.0,2,647.0,74696.67,18.97,24,Saúde,Sul,Alugada,32599.85,5,1,1,0
4588,2024-06-09,34.0,6912.67,2,733.0,21130.15,18.44,36,Saúde,Sudeste,Própria,41786.03,6,0,1,0
4589,2023-12-23,34.0,10736.14,8,617.0,15456.13,18.68,36,Educação,Sudeste,Própria,34883.7,9,0,1,0
4590,2024-05-30,42.0,45114.0,10,771.0,21883.89,16.16,48,Saúde,Sudeste,Própria,50731.64,6,1,1,0
4591,2023-08-28,40.0,,0,735.0,51253.94,31.16,48,Saúde,Sudeste,Própria,58966.35,13,1,1,0
4592,2022-01-22,48.0,30027.52,3,676.0,14300.93,12.96,48,Educação,Nordeste,Própria,41653.16,6,0,1,0
4593,2023-01-18,34.0,21763.84,5,670.0,36454.11,24.81,48,Educação,Sudeste,Alugada,23950.8,8,1,1,0
4594,2022-05-14,,24231.99,0,770.0,33953.73,23.91,48,Reforma,Sudeste,Alugada,49317.5,5,4,1,0
4595,2024-11-14,42.0,10690.09,13,801.0,26746.17,23.21,36,Cartão de crédito,Sudeste,Hipotecada,11774.62,6,3,1,0
4596,2023-05-18,,10849.45,3,627.0,21858.12,19.41,24,Saúde,Sudeste,Alugada,4003.27,6,1,1,0
4597,2022-05-24,34.0,8473.44,5,,44803.09,13.72,48,Automóvel,Sudeste,Alugada,3864.74,3,5,1,0
4598,2022-08-12,35.0,19918.73,0,742.0,14374.25,21.81,48,Automóvel,Sul,Própria,20482.4,3,0,1,0
4599,2022-08-08,24.0,5894.33,1,486.0,33589.54,21.81,60,Saúde,Sudeste,Hipotecada,5674.69,10,0,0,0
4600,2022-06-28,32.0,12311.63,0,472.0,11465.8,33.28,36,Saúde,Sudeste,Própria,30997.74,7,1,0,0
4601,2023-03-09,49.0,30249.53,1,,45733.0,23.05,36,Viagem,Sudeste,Outros,36520.51,6,1,1,0
4602,2022-09-22,45.0,17984.58,3,674.0,40799.56,20.89,48,Educação,Sudeste,Hipotecada,58070.2,6,0,1,0
4603,2024-08-11,30.0,22055.54,8,,21388.88,19.27,36,Reforma,Nordeste,Própria,18780.51,10,0,0,1
4604,2023-03-05,35.0,400451.1,3,565.0,23663.95,16.8,36,Consolidação de dívidas,Sudeste,Outros,45496.63,3,1,0,1
4605,2023-02-20,,,1,619.0,34989.93,20.75,48,Reforma,Sul,Alugada,29787.63,10,0,1,0
4606,2023-12-28,39.0,,0,748.0,12762.38,22.89,36,Educação,Centro-Oeste,Hipotecada,37703.41,13,0,1,0
4607,2022-07-16,43.0,14226.92,4,626.0,22833.38,14.62,24,Automóvel,Sudeste,Hipotecada,58542.8,9,2,1,0
4608,2024-12-12,40.0,7944.06,2,,26871.86,16.34,48,Cartão de crédito,Centro-Oeste,Alugada,39812.12,4,0,1,0
4609,2023-04-25,37.0,18273.24,20,660.0,10525.0,13.88,36,Automóvel,Sudeste,Alugada,11409.04,9,0,1,0
4610,2024-06-08,34.0,10231.44,7,762.0,44078.46,22.06,36,Automóvel,Centro-Oeste,Alugada,4975.26,5,2,1,0
4611,2024-07-13,25.0,47513.99,8,636.0,84469.58,25.89,24,Cartão de crédito,Sudeste,Alugada,0.0,6,1,1,0
4612,2022-05-03,42.0,18025.01,0,683.0,100977.43,2.9,48,Cartão de crédito,Sul,Própria,0.0,5,1,1,0
4613,2024-02-17,34.0,8422.77,7,669.0,9197.31,17.19,48,Reforma,Sudeste,Própria,17192.38,4,0,1,0
4614,2022-12-14,21.0,20754.33,1,644.0,50931.74,29.91,24,Cartão de crédito,Sudeste,Própria,28810.77,7,1,1,0
4615,2022-01-29,31.0,29952.98,4,710.0,19013.83,23.61,24,Educação,Sul,Alugada,25502.18,4,0,1,0
4616,2024-09-01,43.0,,2,702.0,25313.35,21.48,36,Cartão de crédito,Sul,Própria,13917.07,5,2,1,0
4617,2022-02-04,18.0,,4,670.0,15676.25,11.98,48,Automóvel,Sudeste,Própria,0.0,5,2,1,0
4618,2023-09-15,26.0,13659.09,0,519.0,37572.5,24.4,60,Educação,Nordeste,Própria,48424.67,9,0,0,0
4619,2023-08-12,37.0,9834.0,3,572.0,6792.44,18.73,24,Cartão de crédito,Sudeste,Alugada,12410.27,7,1,0,0
4620,2024-12-26,48.0,11741.0,0,,13906.87,23.7,48,Reforma,Sudeste,Própria,34374.88,5,0,1,0
4621,2024-06-22,44.0,6671.36,0,670.0,7767.86,32.62,36,Reforma,Centro-Oeste,Alugada,6526.6,7,0,1,0
4622,2023-06-04,49.0,,5,651.0,19574.78,11.26,24,Consolidação de dívidas,Sudeste,Hipotecada,0.0,7,0,1,1
4623,2022-05-02,37.0,7520.29,15,601.0,22644.77,27.81,36,Automóvel,Nordeste,Própria,16607.84,6,1,1,0
4624,2022-12-06,34.0,18107.49,7,596.0,11321.28,17.35,48,Consolidação de dívidas,Sul,Hipotecada,35102.93,3,0,1,0
4625,2022-06-24,43.0,11475.27,3,,35839.8,26.57,48,Saúde,Centro-Oeste,Alugada,0.0,6,1,1,0
4626,2023-08-20,27.0,14934.82,0,603.0,34143.01,15.54,24,Automóvel,Sudeste,Alugada,19304.43,10,2,1,0
4627,2023-03-27,27.0,10537.0,0,481.0,43313.07,13.2,60,Cartão de crédito,Nordeste,Hipotecada,22796.7,6,0,0,0
4628,2023-07-11,25.0,14736.88,0,665.0,58305.72,23.6,24,Automóvel,Sul,Hipotecada,17406.85,7,2,1,0
4629,2024-11-05,45.0,16586.16,18,616.0,23239.75,9.1,36,Educação,Centro-Oeste,Hipotecada,2511.88,3,2,1,0
4630,2022-01-09,,11210.07,2,707.0,30406.94,14.46,36,Viagem,Sudeste,Hipotecada,22314.37,4,0,1,0
4631,2022-11-30,45.0,5626.42,9,601.0,15328.96,14.48,60,Automóvel,Sul,Alugada,12357.51,5,2,1,0
4632,2024-10-13,37.0,15811.74,6,637.0,27917.91,14.99,60,Consolidação de dívidas,Sul,Hipotecada,0.0,4,0,1,0
4633,2022-11-23,45.0,16242.96,4,673.0,28625.65,22.78,24,Reforma,Sudeste,Própria,46146.5,9,1,1,0
4634,2022-01-15,26.0,6526.53,14,500.0,62246.57,22.2,36,Educação,Nordeste,Própria,42661.18,3,0,0,0
4635,2024-04-18,30.0,8180.11,1,611.0,36128.83,18.37,36,Consolidação de dívidas,Nordeste,Própria,13519.4,11,1,1,0
4636,2022-08-14,40.0,11227.27,3,599.0,36521.39,14.38,48,Viagem,Sudeste,Hipotecada,14306.84,4,1,1,0
4637,2022-04-23,32.0,4241.06,10,620.0,22783.7,17.99,48,Reforma,Sudeste,Própria,23224.13,7,0,1,0
4638,2022-01-01,18.0,19033.45,4,617.0,4462.45,11.26,36,Viagem,Centro-Oeste,Hipotecada,40330.54,6,1,1,0
4639,2022-09-23,23.0,10462.97,1,653.0,27257.09,11.23,36,Consolidação de dívidas,Sudeste,Alugada,48661.85,5,0,1,0
4640,2024-08-09,25.0,15433.34,1,666.0,20698.31,14.55,24,Automóvel,Sudeste,Hipotecada,0.0,6,2,1,0
4641,2022-11-02,26.0,7854.68,6,697.0,14597.02,10.1,48,Cartão de crédito,Sudeste,Própria,42115.7,4,0,1,0
4642,2022-01-12,42.0,36634.45,0,688.0,40432.65,19.62,36,Automóvel,Sudeste,Alugada,27121.88,5,2,1,0
4643,2024-07-25,39.0,6566.3,12,736.0,46303.92,22.34,60,Educação,Sudeste,Própria,21914.75,3,1,1,0
4644,2023-02-24,37.0,10412.51,0,720.0,15464.77,18.84,36,Reforma,Sudeste,Própria,3284.5,5,2,1,1
4645,2024-06-07,54.0,24331.86,4,750.0,27471.58,12.11,48,Consolidação de dívidas,Sudeste,Hipotecada,22143.11,3,2,1,0
4646,2022-06-20,46.0,7519.78,4,738.0,25354.62,16.01,24,Automóvel,Sudeste,Própria,22817.89,6,1,1,0
4647,2022-05-14,43.0,13981.76,4,616.0,50253.18,24.29,48,Cartão de crédito,Sudeste,Própria,18708.41,4,0,1,0
4648,2024-08-22,22.0,18277.42,3,631.0,34218.79,25.8,60,Cartão de crédito,Centro-Oeste,Hipotecada,21919.28,3,0,1,0
4649,2024-11-14,,6290.31,9,637.0,39815.86,11.52,36,Saúde,Nordeste,Própria,44286.03,6,0,1,0
4650,2023-10-20,38.0,,5,,21962.99,21.43,24,Viagem,Sudeste,Hipotecada,30626.59,8,0,1,0
4651,2022-06-28,32.0,14692.34,7,637.0,33768.61,13.83,36,Viagem,Sudeste,Alugada,42281.74,6,0,1,0
4652,2024-12-15,51.0,16758.49,0,708.0,43465.67,25.87,60,Cartão de crédito,Norte,Própria,0.0,3,0,1,0
4653,2022-04-21,36.0,8856.0,0,521.0,96153.33,26.2,36,Automóvel,Sul,Alugada,18591.53,6,0,0,0
4654,2022-05-17,24.0,33532.95,0,507.0,19978.12,3.82,36,Cartão de crédito,Sul,Alugada,16053.95,8,1,0,0
4655,2022-08-20,27.0,16991.56,0,745.0,22009.27,13.12,60,Cartão de crédito,Sudeste,Alugada,35217.78,0,0,1,0
4656,2024-09-18,56.0,19699.06,5,690.0,17920.37,21.27,48,Educação,Sul,Alugada,29283.84,8,0,1,0
4657,2023-04-13,,19129.65,3,738.0,21037.85,5.39,48,Cartão de crédito,Sul,Alugada,38774.44,8,0,1,0
4658,2024-01-02,18.0,6114.06,6,,57533.44,27.58,48,Consolidação de dívidas,Sudeste,Hipotecada,53909.77,9,0,0,0
4659,2023-04-26,30.0,12614.66,1,667.0,17053.52,21.12,36,Automóvel,Sul,Alugada,29106.76,6,1,1,0
4660,2024-12-27,19.0,13251.7,2,551.0,33333.69,9.39,60,Cartão de crédito,Sul,Alugada,24390.1,6,2,0,0
4661,2024-03-24,,11764.25,10,718.0,46575.41,24.67,48,Reforma,Nordeste,Hipotecada,20358.7,4,1,1,0
4662,2024-09-20,18.0,14819.94,13,658.0,52025.65,24.71,48,Saúde,Sudeste,Própria,0.0,4,1,1,0
4663,2022-11-19,23.0,4658.04,12,647.0,59870.01,22.14,36,Saúde,Nordeste,Alugada,2498.17,7,3,1,0
4664,2024-07-10,36.0,,8,717.0,34850.57,21.27,60,Educação,Nordeste,Alugada,0.0,5,1,1,1
